,Locality,Price_per_sft,Area,Property_Type,BHK number,
2947,Puppalaguda,6700,2785,  Apartment,3,
2948,Kollur,4799,1295,  Apartment,2,
2949,Kollur,4799,1625,  Apartment,3,
2950,Kokapet,6779,1770,  Apartment,3,
2951,Kollur,4599,2200,  Apartment,3,
2952,Kollur,4599,1330,  Apartment,2,
2953,Puppalaguda,6800,1500,  Apartment,3,
2954,Puppalaguda,6766,2660,  Apartment,3,
2955,Kollur,7002,2229,  Villa,4,
2956,Puppalaguda,5900,1128,  Apartment,2,
2957,Kokapet,6700,1750,  Apartment,3,
2958,Kokapet,6700,1880,  Apartment,3,
2959,Kokapet,6700,1085,  Apartment,2,
2960,Kollur,9999,2230,  Villa,3,
2961,Kollur,9999,2599,  Villa,3,
2962,Kollur,3300,1600,  Apartment,3,
2963,Kollur,3300,1500,  Apartment,3,
2964,Kollur,8000,2230,  Villa,3,
2965,Bachupally,6000,1450,  Apartment,3,
2966,Bachupally,6000,1210,  Apartment,2,
2967,Bachupally,6000,1450,  Apartment,3,
2968,Bachupally,6000,1193,  Apartment,2,
2969,Bachupally,6000,1560,  Apartment,3,
2970,Bachupally,6000,1193,  Apartment,2,
2971,Nanakramguda,6900,2230,  Apartment,3,
2972,Nanakramguda,6900,1315,  Apartment,2,
2973,Nanakramguda,6900,2230,  Apartment,3,
2974,Nanakramguda,6900,1315,  Apartment,2,
2975,Narsingi,6100,1130,  Apartment,2,
2976,Narsingi,6100,1115,  Apartment,2,
2977,Narsingi,6100,1200,  Apartment,2,
2978,Narsingi,6100,1200,  Apartment,2,
2979,Narsingi,6100,1630,  Apartment,3,
2980,Narsingi,6100,1630,  Apartment,3,
2981,Kollur,9000,2230,  Villa,3,
2982,Kokapet,6899,1575,  Apartment,3,
2983,Banjara Hills,8500,4565,  Apartment,4,
2984,Gachibowli,5500,2770,  Apartment,3,
2985,Patancheru,7246,1725,  Villa,3,
2986,Patancheru,8445,1184,  Independent House,1,
2987,Indresham,4424,1115,  Apartment,2,
2988,Kukatpally,6900,1250,  Apartment,2,
2989,Kollur,5582,2658,  Villa,4,
2990,Khajaguda Nanakramguda Road,9787,2350,  Apartment,4,
2991,Puppalaguda,5704,1525,  Apartment,3,
2992,Tellapur,5400,4400,  Villa,4,
2993,Tellapur,5400,4400,  Villa,4,
2994,Tellapur,5400,3040,  Villa,4,
2995,Tellapur,5400,3040,  Villa,4,
2996,Tellapur,5400,3565,  Villa,4,
2997,Tellapur,5400,3565,  Villa,4,
2998,Tellapur,5400,4400,  Villa,4,
2999,Tellapur,5400,4400,  Villa,4,
3000,Tellapur,5400,3040,  Villa,4,
3001,Tellapur,5400,3040,  Villa,4,
3002,Tellapur,5400,3565,  Villa,4,
3003,Tellapur,5400,3565,  Villa,4,
3004,Kondapur,7919,2710,  Apartment,3,
3005,Gachibowli,7610,3000,  Apartment,4,
3006,Gachibowli,7586,2880,  Apartment,4,
3007,Gachibowli,7665,2270,  Apartment,3,
3008,Gachibowli,7600,3000,  Apartment,4,
3009,Gachibowli,7577,2270,  Apartment,3,
3010,Serilingampally,7810,2548,  Apartment,3,
3011,Serilingampally,8063,2567,  Apartment,3,
3012,Serilingampally,7944,2656,  Apartment,3,
3013,Serilingampally,8004,1824,  Apartment,3,
3014,Serilingampally,7763,1958,  Apartment,3,
3015,Serilingampally,7913,2540,  Apartment,3,
3016,Serilingampally,8073,1697,  Apartment,3,
3017,Serilingampally,7884,1877,  Apartment,3,
3018,Serilingampally,8050,1652,  Apartment,3,
3019,Serilingampally,8076,1721,  Apartment,3,
3020,Serilingampally,7751,2064,  Apartment,3,
3021,Serilingampally,7807,1601,  Apartment,3,
3022,Habsiguda,7281,1860,  Apartment,3,
3023,Bolarum,8519,3470,  Villa,4,
3024,Appa Junction Peerancheru,6200,1975,  Apartment,3,
3025,Appa Junction Peerancheru,6200,1909,  Apartment,3,
3026,Appa Junction Peerancheru,6200,1716,  Apartment,3,
3027,Appa Junction Peerancheru,6200,1294,  Apartment,3,
3028,Appa Junction Peerancheru,6200,1633,  Apartment,3,
3029,Appa Junction Peerancheru,6200,1829,  Apartment,3,
3030,Appa Junction Peerancheru,6200,1764,  Apartment,3,
3031,Appa Junction Peerancheru,6200,1802,  Apartment,3,
3032,Appa Junction Peerancheru,6200,1604,  Apartment,3,
3033,Appa Junction Peerancheru,6200,1475,  Apartment,3,
3034,Appa Junction Peerancheru,6200,1815,  Apartment,3,
3035,Appa Junction Peerancheru,6200,1389,  Apartment,3,
3036,Appa Junction Peerancheru,6200,1862,  Apartment,3,
3037,Appa Junction Peerancheru,6200,1465,  Apartment,3,
3038,Ibrahimpatnam,4893,2900,  Villa,3,
3039,Kokapet,4800,1860,  Apartment,3,
3040,Kokapet,4800,1254,  Apartment,2,
3041,Puppalaguda,4500,1308,  Apartment,2,
3042,Puppalaguda,4498,1187,  Apartment,2,
3043,Puppalaguda,4499,1172,  Apartment,2,
3044,Puppalaguda,4500,915,  Apartment,2,
3045,Puppalaguda,4500,1010,  Apartment,2,
3046,Puppalaguda,4499,881,  Apartment,2,
3047,Puppalaguda,4502,978,  Apartment,2,
3048,Puppalaguda,4497,970,  Apartment,2,
3049,Puppalaguda,4499,1057,  Apartment,2,
3050,Puppalaguda,4499,1329,  Apartment,2,
3051,Puppalaguda,4501,916,  Apartment,2,
3052,Puppalaguda,4501,1237,  Apartment,2,
3053,Puppalaguda,4498,1208,  Apartment,2,
3054,Puppalaguda,4502,940,  Apartment,2,
3055,Puppalaguda,4498,1254,  Apartment,2,
3056,Puppalaguda,4498,1243,  Apartment,2,
3057,Puppalaguda,4499,896,  Apartment,2,
3058,Gajulramaram Kukatpally,4999,1620,  Apartment,3,
3059,Gajulramaram Kukatpally,4999,1125,  Apartment,2,
3060,Gajulramaram Kukatpally,4999,1368,  Apartment,3,
3061,Kokapet,4999,1815,  Apartment,3,
3062,Kokapet,4999,2115,  Apartment,3,
3063,Gachibowli,6000,1435,  Apartment,3,
3064,Gachibowli,6000,1400,  Apartment,3,
3065,Kondapur,5199,2356,  Apartment,3,
3066,Kondapur,5199,2441,  Apartment,3,
3067,Kukatpally,4950,1550,  Apartment,2,
3068,Kukatpally,4950,1560,  Apartment,2,
3069,Kokapet,5100,1646,  Apartment,3,
3070,Kokapet,5100,1498,  Apartment,3,
3071,Kokapet,5100,2021,  Apartment,3,
3072,Kokapet,5100,2018,  Apartment,3,
3073,Nanakramguda,6000,1380,  Apartment,2,
3074,Kokapet,5100,1897,  Apartment,3,
3075,Kokapet,5100,1495,  Apartment,3,
3076,Gopanpally,5598,1981,  Apartment,3,
3077,Gopanpally,5598,2151,  Apartment,3,
3078,Gopanpally,5598,2176,  Apartment,3,
3079,Gopanpally,5597,1751,  Apartment,3,
3080,Gopanpally,5598,1926,  Apartment,3,
3081,Gopanpally,5600,1200,  Apartment,2,
3082,Gopanpally,5597,1726,  Apartment,3,
3083,Gopanpally,5601,1225,  Apartment,2,
3084,Kokapet,4800,1307,  Apartment,2,
3085,Kokapet,4800,1603,  Apartment,3,
3086,Kokapet,4800,2090,  Apartment,3,
3087,Kokapet,4800,1507,  Apartment,3,
3088,Kokapet,4800,1646,  Apartment,3,
3089,Kokapet,4800,1547,  Apartment,3,
3090,Kokapet,4800,1984,  Apartment,3,
3091,Kokapet,4800,1587,  Apartment,3,
3092,Kokapet,4800,1651,  Apartment,3,
3093,Kokapet,4800,1792,  Apartment,3,
3094,Patancheru,5003,1065,  Apartment,2,
3095,Patancheru,5000,2530,  Apartment,2,
3096,Patancheru,5000,1399,  Apartment,3,
3097,Patancheru,5000,3170,  Apartment,3,
3098,Kondapur,7900,2548,  Apartment,3,
3099,Kondapur,7900,2566,  Apartment,3,
3100,Kondapur,7900,2567,  Apartment,3,
3101,Kondapur,7900,1956,  Apartment,3,
3102,Kondapur,7900,1433,  Apartment,2,
3103,Kondapur,7900,1367,  Apartment,2,
3104,Kondapur,7900,1933,  Apartment,3,
3105,Kondapur,7900,2097,  Apartment,3,
3106,Kondapur,7900,2105,  Apartment,3,
3107,Kondapur,7900,1457,  Apartment,2,
3108,Kondapur,7900,1390,  Apartment,2,
3109,Kondapur,7900,1921,  Apartment,3,
3110,Kondapur,7900,1931,  Apartment,3,
3111,Bachupally,5201,1295,  Apartment,3,
3112,Bachupally,5199,11651,  Apartment,3,
3113,Bachupally,5199,1044,  Apartment,2,
3114,Bachupally,5199,6268,  Apartment,2,
3115,Hafeezpet,5999,1726,  Apartment,3,
3116,Hafeezpet,5999,1400,  Apartment,2,
3117,Hafeezpet,5999,1906,  Apartment,3,
3118,Hafeezpet,5999,1771,  Apartment,3,
3119,Hafeezpet,5999,1706,  Apartment,3,
3120,Hafeezpet,5999,1250,  Apartment,2,
3121,Hafeezpet,5999,1911,  Apartment,3,
3122,Hafeezpet,5999,1290,  Apartment,2,
3123,Hafeezpet,5999,2086,  Apartment,3,
3124,Hafeezpet,5999,1671,  Apartment,3,
3125,Hafeezpet,5999,1481,  Apartment,3,
3126,Hafeezpet,5999,1941,  Apartment,3,
3127,Hafeezpet,5999,1265,  Apartment,3,
3128,Hafeezpet,5999,1270,  Apartment,2,
3129,Hafeezpet,5999,1791,  Apartment,3,
3130,Pragathi Nagar Kukatpally,5499,1160,  Apartment,2,
3131,Pragathi Nagar Kukatpally,5502,1585,  Apartment,3,
3132,Pragathi Nagar Kukatpally,5499,1595,  Apartment,3,
3133,Pragathi Nagar Kukatpally,5502,1540,  Apartment,3,
3134,Pragathi Nagar Kukatpally,5502,1390,  Apartment,3,
3135,Pragathi Nagar Kukatpally,5499,1295,  Apartment,2,
3136,Pragathi Nagar Kukatpally,5499,1395,  Apartment,3,
3137,Pragathi Nagar Kukatpally,5503,1155,  Apartment,2,
3138,Kollur,5349,1775,  Apartment,3,
3139,Kollur,5349,1775,  Apartment,3,
3140,Kollur,5349,1295,  Apartment,2,
3141,Kollur,5349,1295,  Apartment,2,
3142,Kollur,5349,1195,  Apartment,2,
3143,Kollur,5349,1195,  Apartment,2,
3144,Kollur,5349,1915,  Apartment,3,
3145,Kollur,5349,1915,  Apartment,3,
3146,Kollur,5349,1625,  Apartment,3,
3147,Kollur,5349,1625,  Apartment,3,
3148,Kollur,5349,1430,  Apartment,3,
3149,Kollur,5349,1430,  Apartment,3,
3150,Narsingi,6903,1540,  Apartment,3,
3151,Narsingi,6903,1540,  Apartment,3,
3152,Narsingi,6901,2240,  Apartment,3,
3153,Narsingi,6901,2240,  Apartment,3,
3154,Narsingi,6903,1540,  Apartment,3,
3155,Narsingi,6903,1540,  Apartment,3,
3156,Narsingi,6901,2240,  Apartment,3,
3157,Narsingi,6901,2240,  Apartment,3,
3158,Gandipet,7999,5080,  Apartment,4,
3159,Gandipet,7999,2040,  Apartment,3,
3160,Gandipet,7999,4080,  Apartment,4,
3161,Gandipet,7999,2400,  Apartment,3,
3162,Gandipet,7999,3342,  Apartment,4,
3163,Gandipet,7999,1765,  Apartment,3,
3164,Gandipet,7999,1895,  Apartment,3,
3165,Kokapet,6599,2487,  Apartment,3,
3166,Kokapet,6599,2363,  Apartment,3,
3167,Kokapet,6599,1316,  Apartment,2,
3168,Kokapet,6599,1233,  Apartment,2,
3169,Bachupally,4803,1210,  Apartment,2,
3170,Kokapet,5850,1340,  Apartment,3,
3171,Kokapet,5850,1340,  Apartment,2,
3172,Kokapet,5853,1540,  Apartment,3,
3173,Kokapet,5852,1935,  Apartment,3,
3174,Kokapet,5852,2185,  Apartment,3,
3175,Kokapet,5850,1945,  Apartment,3,
3176,Kokapet,5854,1345,  Apartment,2,
3177,Kokapet,5850,1935,  Apartment,3,
3178,Kokapet,5853,1515,  Apartment,3,
3179,Kokapet,5854,1330,  Apartment,2,
3180,Shamshabad,6021,1285,  Apartment,2,
3181,Shamshabad,6021,1285,  Apartment,2,
3182,Shamshabad,5991,1420,  Apartment,2,
3183,Shamshabad,5991,1420,  Apartment,2,
3184,Shamshabad,6067,1680,  Apartment,3,
3185,Shamshabad,6067,1680,  Apartment,3,
3186,Shamshabad,6129,1625,  Apartment,3,
3187,Shamshabad,6129,1625,  Apartment,3,
3188,Shamshabad,5987,1440,  Apartment,2,
3189,Shamshabad,5987,1440,  Apartment,2,
3190,Aushapur,6085,1025,  Apartment,3,
3191,Aushapur,5970,1275,  Apartment,3,
3192,Miyapur,6400,1836,  Apartment,3,
3193,Miyapur,6400,1311,  Apartment,2,
3194,Miyapur,6400,1575,  Apartment,3,
3195,Miyapur,6400,1448,  Apartment,3,
3196,Miyapur,6400,1908,  Apartment,3,
3197,Miyapur,6400,1775,  Apartment,3,
3198,Miyapur,6400,1251,  Apartment,2,
3199,Miyapur,6400,1584,  Apartment,3,
3200,Miyapur,6400,1555,  Apartment,3,
3201,Miyapur,6400,1493,  Apartment,3,
3202,Miyapur,6400,1828,  Apartment,3,
3203,Miyapur,6400,1695,  Apartment,3,
3204,Miyapur,6400,1344,  Apartment,2,
3205,Miyapur,6400,1866,  Apartment,3,
3206,Miyapur,6400,1603,  Apartment,3,
3207,Miyapur,6400,1273,  Apartment,2,
3208,Miyapur,6400,1678,  Apartment,3,
3209,Miyapur,6400,1853,  Apartment,3,
3210,Miyapur,6400,1321,  Apartment,2,
3211,Miyapur,6400,1794,  Apartment,3,
3212,Kukatpally,6900,1592,  Apartment,3,
3213,Kukatpally,6600,1426,  Apartment,2,
3214,Nizampet,3900,819,  Apartment,2,
3215,Kismatpur,9909,3633,  Villa,4,
3216,Pragathi Nagar Kukatpally,4736,1520,  Apartment,3,
3217,Manikonda,5666,1500,  Apartment,3,
3218,Manikonda,5723,1520,  Apartment,3,
3219,Manikonda,5695,1510,  Apartment,3,
3220,Manikonda,5483,1550,  Apartment,3,
3221,Manikonda,5933,1500,  Apartment,3,
3222,Manikonda,5555,1566,  Apartment,3,
3223,Manikonda,5866,1500,  Apartment,3,
3224,Aminpur,4800,1100,  Apartment,2,
3225,Manikonda,5695,1510,  Apartment,3,
3226,Narsingi,6498,1308,  Apartment,2,
3227,Serilingampally,4000,1500,  Apartment,3,
3228,Hafeezpet,4000,1500,  Apartment,3,
3229,Kothapet,13888,1800,  Independent House,3,
3230,Hayathnagar,4955,1130,  Apartment,2,
3231,Chandanagar,5991,1185,  Apartment,2,
3232,Miyapur,4250,1200,  Apartment,2,
3233,Miyapur,5654,1185,  Apartment,2,
3234,Miyapur,5676,1145,  Apartment,2,
3235,Miyapur,5699,865,  Apartment,2,
3236,Pragathi Nagar Kukatpally,4708,1200,  Apartment,2,
3237,Moosapet,4498,1645,  Apartment,3,
3238,Miyapur,4600,1000,  Apartment,2,
3239,Miyapur,4538,1300,  Apartment,3,
3240,Bachupally,4600,1400,  Apartment,3,
3241,Bachupally,4600,1300,  Apartment,3,
3242,Bachupally,4600,1200,  Apartment,2,
3243,Tellapur,5945,1665,  Apartment,3,
3244,Bachupally,4600,1000,  Apartment,2,
3245,Miyapur,4600,1450,  Apartment,3,
3246,Kukatpally,4985,1695,  Apartment,3,
3247,Nanakramguda,8477,1400,  Apartment,3,
3248,Miyapur,4755,1450,  Apartment,3,
3249,Bandlaguda Jagir,5444,1249,  Apartment,3,
3250,Pragathi Nagar Kukatpally,4347,1265,  Apartment,2,
3251,Miyapur,6500,1575,  Apartment,3,
3252,Bachupally,5217,1150,  Apartment,2,
3253,Miyapur,6500,1500,  Apartment,3,
3254,Miyapur,6500,1575,  Apartment,3,
3255,Kokapet,4974,1347,  Apartment,2,
3256,Shaikpet,13944,5020,  Villa,5,
3257,Tukkuguda,6600,2500,  Villa,3,
3258,Kokapet,8661,2540,  Apartment,4,
3259,Kollur,3779,1323,  Apartment,2,
3260,Somajiguda,13129,3100,  Apartment,4,
3261,Somajiguda,15238,2100,  Apartment,3,
3262,Patancheru,7562,1600,  Villa,3,
3263,Kollur,5200,1625,  Apartment,3,
3264,Kollur,5200,1625,  Apartment,3,
3265,Shamshabad,4700,2000,  Independent House,3,
3266,Bachupally,4789,1190,  Apartment,2,
3267,Bachupally,5000,1140,  Apartment,2,
3268,Manikonda,5619,1566,  Apartment,3,
3269,Kukatpally,4575,1530,  Apartment,3,
3270,Bachupally,4969,1147,  Apartment,2,
3271,Bachupally,4875,1169,  Apartment,2,
3272,Bachupally,4884,1167,  Apartment,2,
3273,Bachupally,4969,1147,  Apartment,2,
3274,Nizampet,4912,1140,  Apartment,2,
3275,Aminpur,4818,1100,  Apartment,2,
3276,Aminpur,4800,1100,  Apartment,2,
3277,Aminpur,4800,1100,  Apartment,2,
3278,Aminpur,4800,1100,  Apartment,2,
3279,Miyapur,6500,1575,  Apartment,3,
3280,Gachibowli,4588,1896,  Apartment,3,
3281,Ameerpet,8632,1506,  Apartment,3,
3282,Hafeezpet,4500,1640,  Apartment,3,
3283,Serilingampally,4500,1640,  Apartment,3,
3284,Chandanagar,4500,1640,  Apartment,3,
3285,Serilingampally,4500,1745,  Apartment,3,
3286,Hafeezpet,4500,1745,  Apartment,3,
3287,Chandanagar,4500,1745,  Apartment,3,
3288,Miyapur,4500,1745,  Apartment,3,
3289,Tukkuguda,4581,3056,  Villa,3,
3290,Mokila,8521,3755,  Villa,4,
3291,Narsingi,7665,1435,  Apartment,2,
3292,Kompally,4500,1281,  Apartment,2,
3293,Kompally,4496,1282,  Apartment,2,
3294,Kollur,5200,1430,  Apartment,3,
3295,Kollur,5200,1625,  Apartment,3,
3296,Kollur,5200,1625,  Apartment,3,
3297,Kollur,5200,1625,  Apartment,3,
3298,Kollur,5200,1625,  Apartment,3,
3299,Nanakramguda,8985,1380,  Apartment,2,
3300,Miyapur,4878,1230,  Apartment,2,
3301,Miyapur,5691,615,  Apartment,1,
3302,Miyapur,5000,1100,  Apartment,2,
3303,Kompally,4661,1180,  Apartment,2,
3304,Miyapur,5608,1865,  Apartment,3,
3305,Kukatpally,6666,1260,  Apartment,2,
3306,Miyapur,6702,1260,  Apartment,2,
3307,Bachupally,5000,700,  Apartment,1,
3308,Manikonda,6300,1323,  Apartment,2,
3309,Manikonda,6300,1314,  Apartment,2,
3310,Tellapur,5960,1124,  Apartment,2,
3311,Tellapur,5777,1575,  Apartment,3,
3312,Gachibowli,4856,1565,  Apartment,3,
3313,Gachibowli,4864,1110,  Apartment,2,
3314,Narsingi,5297,2020,  Apartment,4,
3315,Puppalaguda,5088,1690,  Apartment,3,
3316,Narsingi,5029,1690,  Apartment,3,
3317,Manikonda,5029,1690,  Apartment,3,
3318,Hafeezpet,7014,1725,  Apartment,3,
3319,Kukatpally,6914,1750,  Apartment,3,
3320,Madhapur,7096,1705,  Apartment,3,
3321,Hitech City,6968,1748,  Apartment,3,
3322,Hitech City,7043,1718,  Apartment,3,
3323,Hitech City,7100,1710,  Apartment,3,
3324,Kokapet,6970,1908,  Apartment,3,
3325,Miyapur,5000,1200,  Apartment,2,
3326,Kokapet,7007,1905,  Apartment,3,
3327,Kokapet,6970,1908,  Apartment,3,
3328,Shankarpalli,7055,1715,  Apartment,3,
3329,Manchirevula,6539,1315,  Apartment,2,
3330,Chandanagar,5337,1705,  Apartment,3,
3331,Bachupally,4982,1148,  Apartment,2,
3332,Nizampet,5333,1500,  Apartment,2,
3333,Chandanagar,5078,1280,  Apartment,2,
3334,Miyapur,5166,1200,  Apartment,2,
3335,Hafeezpet,5254,1180,  Apartment,2,
3336,Kondapur,5400,1140,  Apartment,2,
3337,Madhapur,5400,1140,  Apartment,2,
3338,Gachibowli,5500,1140,  Apartment,2,
3339,Hitech City,4000,1205,  Apartment,2,
3340,Serilingampally,8076,1721,  Apartment,3,
3341,Serilingampally,7800,2300,  Apartment,3,
3342,Moosapet,7299,1975,  Apartment,3,
3343,Moosapet,7299,1510,  Apartment,3,
3344,Moosapet,7299,1425,  Apartment,2,
3345,Moosapet,7299,2920,  Apartment,4,
3346,Moosapet,7299,2915,  Apartment,4,
3347,Moosapet,7299,1975,  Apartment,3,
3348,Moosapet,7299,2170,  Apartment,4,
3349,Moosapet,7299,1425,  Apartment,2,
3350,Moosapet,7299,1820,  Apartment,3,
3351,Moosapet,7299,2915,  Apartment,4,
3352,Moosapet,7299,1300,  Apartment,2,
3353,Moosapet,7299,2170,  Apartment,4,
3354,Moosapet,7299,1875,  Apartment,3,
3355,Moosapet,7299,1820,  Apartment,3,
3356,Moosapet,7299,1460,  Apartment,2,
3357,Moosapet,7299,1300,  Apartment,2,
3358,Moosapet,7299,2375,  Apartment,4,
3359,Moosapet,7299,1875,  Apartment,3,
3360,Moosapet,7299,1460,  Apartment,2,
3361,Moosapet,7299,2110,  Apartment,4,
3362,Moosapet,7299,2375,  Apartment,4,
3363,Moosapet,7299,2900,  Apartment,4,
3364,Moosapet,7299,2110,  Apartment,4,
3365,Moosapet,7299,1850,  Apartment,3,
3366,Moosapet,7299,2900,  Apartment,4,
3367,Moosapet,7299,1655,  Apartment,3,
3368,Moosapet,7299,1850,  Apartment,3,
3369,Moosapet,7299,1590,  Apartment,3,
3370,Moosapet,7299,1655,  Apartment,3,
3371,Moosapet,7299,1795,  Apartment,3,
3372,Moosapet,7299,1590,  Apartment,3,
3373,Moosapet,7299,1795,  Apartment,3,
3374,Moosapet,7299,1475,  Apartment,2,
3375,Moosapet,7299,1475,  Apartment,2,
3376,Moosapet,7299,2880,  Apartment,4,
3377,Moosapet,7299,2880,  Apartment,4,
3378,Moosapet,7299,2355,  Apartment,4,
3379,Moosapet,7299,2355,  Apartment,4,
3380,Moosapet,7299,1820,  Apartment,3,
3381,Moosapet,7299,1460,  Apartment,2,
3382,Moosapet,7299,1300,  Apartment,2,
3383,Moosapet,7299,2375,  Apartment,4,
3384,Moosapet,7299,1875,  Apartment,3,
3385,Moosapet,7299,1460,  Apartment,2,
3386,Moosapet,7299,2110,  Apartment,4,
3387,Moosapet,7299,2375,  Apartment,4,
3388,Moosapet,7299,2900,  Apartment,4,
3389,Moosapet,7299,2110,  Apartment,4,
3390,Moosapet,7299,1850,  Apartment,3,
3391,Moosapet,7299,2900,  Apartment,4,
3392,Moosapet,7299,1655,  Apartment,3,
3393,Moosapet,7299,1850,  Apartment,3,
3394,Moosapet,7299,1590,  Apartment,3,
3395,Moosapet,7299,1655,  Apartment,3,
3396,Moosapet,7299,1795,  Apartment,3,
3397,Moosapet,7299,1590,  Apartment,3,
3398,Moosapet,7299,1795,  Apartment,3,
3399,Moosapet,7299,1475,  Apartment,2,
3400,Moosapet,7299,1475,  Apartment,2,
3401,Moosapet,7299,2880,  Apartment,4,
3402,Moosapet,7299,2880,  Apartment,4,
3403,Moosapet,7299,2355,  Apartment,4,
3404,Moosapet,7299,2355,  Apartment,4,
3405,Moosapet,7299,1660,  Apartment,3,
3406,Moosapet,7299,1660,  Apartment,3,
3407,Moosapet,7299,2345,  Apartment,4,
3408,Moosapet,7299,2345,  Apartment,4,
3409,Moosapet,7299,1995,  Apartment,3,
3410,Moosapet,7299,1995,  Apartment,3,
3411,Moosapet,7299,1510,  Apartment,3,
3412,Moosapet,7299,2920,  Apartment,4,
3413,Patancheru,6473,2240,  Villa,3,
3414,Patancheru,7486,2805,  Villa,4,
3415,Nanakramguda,8499,1980,  Apartment,3,
3416,Nanakramguda,8502,2220,  Apartment,3,
3417,Nanakramguda,8499,2210,  Apartment,3,
3418,Kollur,4000,1867,  Apartment,3,
3419,Kollur,4000,1570,  Apartment,3,
3420,Kollur,4000,1745,  Apartment,3,
3421,Kollur,4000,1646,  Apartment,3,
3422,Kollur,4000,1348,  Apartment,2,
3423,Kollur,4000,1812,  Apartment,3,
3424,Kollur,4000,2041,  Apartment,4,
3425,Kollur,4000,1323,  Apartment,2,
3426,Kollur,4000,2225,  Apartment,4,
3427,Shamshabad,6341,1420,  Apartment,2,
3428,Moosapet,4600,2245,  Apartment,3,
3429,Moosapet,4600,1995,  Apartment,3,
3430,Moosapet,4600,1645,  Apartment,3,
3431,Moosapet,4600,1465,  Apartment,3,
3432,Gachibowli,6300,1658,  Apartment,3,
3433,Narsingi,5999,1932,  Apartment,3,
3434,Narsingi,5999,1308,  Apartment,2,
3435,Narsingi,5999,1674,  Apartment,3,
3436,Narsingi,5999,1338,  Apartment,2,
3437,Narsingi,5999,1811,  Apartment,3,
3438,Narsingi,5999,1908,  Apartment,3,
3439,Narsingi,5999,1251,  Apartment,2,
3440,Narsingi,5999,1452,  Apartment,3,
3441,Narsingi,5999,1783,  Apartment,3,
3442,Narsingi,5999,2388,  Apartment,3,
3443,Narsingi,5999,1764,  Apartment,3,
3444,Patancheru,6500,2435,  Villa,3,
3445,Patancheru,6500,1785,  Villa,3,
3446,Patancheru,6500,2190,  Villa,3,
3447,Patancheru,6500,1630,  Villa,3,
3448,Kompally,4602,1850,  Apartment,3,
3449,Kompally,4600,1175,  Apartment,2,
3450,Kompally,4602,1700,  Apartment,3,
3451,Kompally,4602,1500,  Apartment,3,
3452,Kompally,4600,1499,  Apartment,3,
3453,Kompally,4603,1200,  Apartment,2,
3454,Kompally,4600,1650,  Apartment,3,
3455,Kompally,4600,1550,  Apartment,3,
3456,Kompally,4602,1820,  Apartment,3,
3457,Rajendra Nagar,7641,1047,  Apartment,3,
3458,Rajendra Nagar,7869,610,  Apartment,1,
3459,Rajendra Nagar,7224,1315,  Apartment,3,
3460,Kondapur,7900,1433,  Apartment,2,
3461,Kondapur,7900,1367,  Apartment,2,
3462,Kondapur,7900,1933,  Apartment,3,
3463,Kondapur,7900,2097,  Apartment,3,
3464,Kondapur,7900,2105,  Apartment,3,
